"territory","num_economactivepopulation_all","employed_num_all","unemployed_num_all","eactivity_lvl","employment_lvl","unemployment_lvl","dis_unagegroup_to20","dis_unagegroup_20-29","dis_unagegroup_30-39","dis_unagegroup_40-49","dis_unagegroup_50-59","dis_unagegroup_60older","dis_emagegroup_to20","dis_emagegroup_20-29","dis_emagegroup_30-39","dis_emagegroup_40-49","dis_emagegroup_50-59","dis_emagegroup_60older","num_unagegroup_to20","num_unagegroup_20-29","num_unagegroup_30-39","num_unagegroup_40-49","num_unagegroup_50-59","num_unagegroup_60older","num_emagegroup_to20","num_emagegroup_20-29","num_emagegroup_30-39","num_emagegroup_40-49","num_emagegroup_50-59","num_emagegroup_60older","year"
"Республика Дагестан","1320.1","1167.3","152.8","63.2","55.9","11.6","8.7","52.2","18.9","13.8","6.2","0.2","3.4","25.7","26.5","25.6","15.5","3.3","13.2","79.7","28.9","21.1","9.5","0.3","39.9","300.1","309.9","298.4","181.0","38.0",2013
"Республика Ингушетия","200.5","112.8","87.7","68.7","38.6","43.7","2.4","56.0","22.3","10.6","6.4","2.2","0.8","16.7","25.2","30.7","24.5","2.0","2.1","49.1","19.6","9.3","5.6","2.0","0.9","18.9","28.4","34.6","27.7","2.3",2013
"Кабардино-Балкарская Республика","422.7","378.5","44.2","65.6","58.7","10.5","1.2","44.3","20.2","21.5","10.7","2.1","1.6","22.8","23.0","24.8","20.4","7.4","0.5","19.6","8.9","9.5","4.7","0.9","6.1","86.4","87.1","93.8","77.1","28.0",2013
"Карачаево-Черкесская Республика","225.3","203.1","22.2","63.9","57.6","9.8","4.6","37.3","16.2","24.0","16.4","1.5","0.9","22.3","26.3","25.4","21.1","4.1","1.0","8.3","3.6","5.3","3.6","0.3","1.8","45.2","53.5","51.5","42.8","8.3",2013
"Республика Северная Осетия-Алания","344.9","317.2","27.8","65.9","60.6","8.1","0.7","19.2","25.5","20.8","31.0","2.7","0.7","20.2","26.0","25.4","21.4","6.4","0.2","5.3","7.1","5.8","8.6","0.8","2.1","64.2","82.3","80.5","67.7","20.3",2013
"Чеченская Республика","648.8","474.1","174.7","76.9","56.2","26.9","11.1","38.2","18.9","18.3","12.0","1.6","3.8","31.3","26.1","19.3","16.1","3.3","19.4","66.7","33.1","32.0","20.9","2.7","18.0","148.6","124.0","91.7","76.4","15.5",2013
"Ставропольский край","1362.3","1285.5","76.9","64.1","60.5","5.6","6.2","37.5","21.0","16.3","17.2","1.8","0.8","23.3","26.6","24.2","21.1","4.0","4.8","28.8","16.1","12.5","13.2","1.4","10.1","299.2","342.1","311.2","271.1","51.8",2013
"Приволжский федеральный округ","15605.0","14838.2","766.9","68.1","64.7","4.9","4.1","35.1","21.5","18.0","18.6","2.7","0.8","23.2","24.9","24.5","22.5","4.1","31.2","269.0","165.0","138.2","142.9","20.6","122.8","3446.4","3694.9","3628.5","3342.6","603.0",2013
"Республика Башкортостан","1988.4","1872.5","116.0","65.0","61.2","5.8","3.2","36.6","22.2","19.7","17.3","0.9","0.7","25.1","23.8","25.9","21.6","3.0","3.7","42.4","25.8","22.8","20.1","1.1","13.0","469.3","446.6","484.2","404.0","55.5",2013
"Республика Марий Эл","366.6","347.4","19.2","68.6","65.0","5.2","4.0","31.7","17.8","28.5","17.7","0.3","0.9","24.6","24.2","23.0","23.0","4.3","0.8","6.1","3.4","5.5","3.4","0.1","3.1","85.5","84.2","79.9","80.0","14.9",2013
"Республика Мордовия","457.5","437.3","20.2","70.8","67.7","4.4","0.8","38.8","14.8","19.8","20.0","5.8","1.2","22.3","24.2","24.5","22.5","5.3","0.2","7.8","3.0","4.0","4.0","1.2","5.1","97.7","105.9","107.2","98.2","23.1",2013
"Республика Татарстан","2042.1","1961.4","80.7","70.1","67.3","4.0","4.5","36.1","21.0","14.9","18.0","5.4","1.4","24.6","24.2","24.1","21.4","4.2","3.7","29.2","16.9","12.0","14.5","4.4","27.6","483.5","474.1","473.1","420.5","82.6",2013
"Удмуртская Республика","828.4","781.6","46.8","71.5","67.5","5.7","9.0","31.9","21.2","14.2","17.6","6.1","0.9","24.5","25.4","23.4","22.2","3.6","4.2","15.0","9.9","6.7","8.2","2.9","6.8","191.3","198.9","183.3","173.2","28.1",2013
"Чувашская Республика","671.6","633.3","38.3","70.4","66.4","5.7","1.4","43.9","21.1","17.1","15.7","0.8","1.1","22.7","24.1","25.2","21.5","5.3","0.5","16.8","8.1","6.6","6.0","0.3","7.0","143.8","152.6","159.8","136.4","33.8",2013
"Пермский край","1336.7","1250.2","86.6","66.6","62.3","6.5","5.0","30.8","23.6","16.9","20.7","3.0","0.8","24.2","26.3","24.1","21.5","3.0","4.3","26.7","20.5","14.6","18.0","2.6","10.6","302.7","328.9","300.9","269.0","38.1",2013
"Кировская область","677.9","639.7","38.3","66.6","62.8","5.6","2.2","28.4","26.9","17.8","24.3","0.5","0.5","22.5","25.3","23.7","23.7","4.4","0.8","10.9","10.3","6.8","9.3","0.2","3.2","143.8","161.6","151.5","151.5","28.1",2013
"Нижегородская область","1777.8","1702.0","75.8","69.8","66.8","4.3","4.9","31.1","18.3","17.2","25.0","3.4","0.5","23.1","25.5","23.6","23.7","3.5","3.7","23.6","13.9","13.0","19.0","2.6","8.9","393.8","433.5","402.3","403.6","59.8",2013
"Оренбургская область","1063.5","1010.9","52.6","69.2","65.7","4.9","6.2","37.9","24.0","20.0","10.7","1.3","1.6","23.0","24.2","24.0","21.7","5.5","3.2","19.9","12.6","10.5","5.6","0.7","16.4","232.2","244.1","243.0","219.9","55.4",2013
"Пензенская область","705.6","672.0","33.6","65.8","62.6","4.8","1.7","36.7","25.0","15.3","17.3","3.9","0.8","22.2","23.9","25.0","23.1","5.0","0.6","12.3","8.4","5.1","5.8","1.3","5.6","149.0","160.5","168.2","155.4","33.3",2013
"Самарская область","1747.2","1691.5","55.7","69.3","67.1","3.2","5.7","34.8","18.4","20.9","16.1","4.2","0.4","20.2","26.7","23.8","23.8","5.0","3.2","19.4","10.3","11.6","8.9","2.3","6.9","342.3","451.2","403.3","403.4","84.3",2013
"Саратовская область","1259.3","1193.6","65.7","64.6","61.3","5.2","1.7","37.0","23.7","17.0","20.2","0.5","0.4","22.7","25.3","25.8","22.6","3.2","1.1","24.3","15.6","11.1","13.2","0.3","5.3","270.6","301.7","308.3","269.3","38.5",2013
"Ульяновская область","682.3","644.9","37.4","67.9","64.2","5.5","3.0","39.3","17.0","20.6","18.0","2.1","0.5","21.9","23.4","25.4","24.5","4.3","1.1","14.7","6.4","7.7","6.7","0.8","3.5","140.9","151.2","163.6","158.2","27.6",2013
"Уральский федеральный округ","6544.8","6171.6","373.2","70.0","66.0","5.7","4.0","38.8","22.3","17.0","15.7","2.1","0.5","23.3","26.9","23.6","21.7","4.0","14.9","144.9","83.4","63.3","58.8","8.0","33.6","1439.7","1661.1","1455.3","1336.8","245.0",2013
"Курганская область","441.2","407.9","33.2","65.3","60.3","7.5","5.0","34.1","22.7","16.7","19.3","2.1","0.7","21.5","24.8","24.2","24.1","4.7","1.7","11.3","7.6","5.6","6.4","0.7","2.9","87.7","101.3","98.5","98.5","19.1",2013
"Свердловская область","2309.0","2172.6","136.3","69.7","65.5","5.9","5.3","36.5","20.8","17.2","17.5","2.8","0.6","23.8","26.5","22.6","21.3","5.2","7.2","49.7","28.4","23.5","23.8","3.8","13.9","516.7","576.7","491.2","462.0","112.2",2013
"Тюменская область","1918.1","1827.7","90.4","71.3","68.0","4.7","3.2","43.0","21.3","17.6","13.2","1.8","0.5","24.2","28.4","24.8","20.0","2.1","2.9","38.9","19.2","15.9","11.9","1.6","9.4","442.8","518.4","454.0","365.1","38.0",2013
"Ханты-Мансийский автономный округ - Югра","898.7","855.0","43.7","73.4","69.8","4.9","3.6","41.1","23.6","21.1","8.6","2.1","0.6","23.1","29.1","25.4","20.0","1.8","1.6","18.0","10.3","9.2","3.7","0.9","4.8","197.8","249.0","216.8","171.3","15.2",2013
"Ямало-Ненецкий автономный округ","324.8","314.5","10.3","77.0","74.6","3.2","6.2","54.4","17.1","8.6","13.8",,"0.2","21.3","30.0","27.1","20.0","1.4","0.6","5.6","1.8","0.9","1.4",,"0.7","66.9","94.4","85.3","62.8","4.4",2013
"Челябинская область","1876.6","1763.3","113.3","70.4","66.1","6.0","2.8","39.7","24.9","16.2","14.7","1.6","0.4","22.3","26.4","23.3","23.3","4.3","3.2","44.9","28.3","18.4","16.7","1.8","7.5","392.6","464.7","411.6","411.2","75.7",2013
"Сибирский федеральный округ","9842.9","9131.6","711.3","66.8","62.0","7.2","3.9","35.4","23.1","17.9","17.5","2.2","0.9","24.3","26.8","22.6","21.2","4.2","27.9","252.1","164.2","127.4","124.1","15.5","80.2","2217.0","2446.0","2067.9","1940.4","380.2",2013
"Республика Алтай","99.9","88.4","11.5","67.7","59.9","11.5","2.7","36.6","26.4","20.2","13.2","1.0","1.3","25.1","27.8","22.5","19.8","3.4","0.3","4.2","3.0","2.3","1.5","0.1","1.2","22.2","24.6","19.9","17.5","3.0",2013
"Республика Бурятия","460.4","423.4","37.0","63.8","58.6","8.0","3.4","33.1","27.0","17.6","16.4","2.5","1.0","27.4","26.9","21.7","19.9","3.2","1.3","12.2","10.0","6.5","6.1","0.9","4.4","116.0","113.8","91.7","84.1","13.4",2013
"Республика Тыва","122.0","98.5","23.5","57.7","46.6","19.3","2.6","44.2","29.3","19.0","4.7","0.2","0.7","24.1","30.6","27.1","14.8","2.7","0.6","10.4","6.9","4.5","1.1",,"0.7","23.7","30.1","26.7","14.6","2.6",2013
"Республика Хакасия","265.8","250.0","15.8","65.8","61.9","6.0","2.0","48.0","23.4","8.2","16.1","2.2","0.7","22.9","27.5","23.1","21.3","4.5","0.3","7.6","3.7","1.3","2.6","0.4","1.7","57.3","68.9","57.7","53.3","11.1",2013
"Алтайский край","1150.9","1055.1","95.8","62.6","57.4","8.3","2.8","32.8","23.2","18.7","20.5","1.9","0.7","20.8","28.1","23.4","23.7","3.3","2.7","31.5","22.3","17.9","19.7","1.8","7.5","219.6","296.0","247.3","249.7","35.0",2013
"Забайкальский край","535.4","479.4","56.0","64.8","58.0","10.5","4.7","38.5","22.9","15.6","16.5","1.7","1.0","25.0","27.9","22.3","21.1","2.8","2.6","21.5","12.8","8.8","9.3","1.0","4.7","119.7","133.9","106.8","101.0","13.3",2013
"Красноярский край","1516.0","1429.9","86.1","68.8","64.9","5.7","3.5","31.5","24.6","19.8","18.2","2.4","0.7","25.1","26.8","23.2","20.6","3.7","3.0","27.1","21.1","17.1","15.7","2.0","10.4","358.6","382.6","331.9","294.1","52.3",2013
"Иркутская область","1261.2","1156.8","104.4","68.5","62.9","8.3","5.1","36.6","22.2","18.9","14.6","2.6","1.2","25.0","26.3","22.2","20.2","4.9","5.4","38.2","23.1","19.7","15.3","2.7","14.2","289.8","304.8","257.2","234.0","56.9",2013
"Кемеровская область","1423.7","1338.3","85.3","67.7","63.7","6.0","4.0","39.0","23.5","17.2","14.3","2.1","0.6","24.1","26.5","22.1","22.0","4.7","3.4","33.3","20.0","14.7","12.2","1.8","8.5","322.1","354.8","296.4","294.2","62.4",2013
"Новосибирская область","1434.0","1349.9","84.2","68.7","64.6","5.9","2.9","36.6","21.8","16.2","21.3","1.2","0.8","24.8","26.2","22.0","21.4","4.8","2.5","30.8","18.3","13.6","17.9","1.0","10.7","335.2","353.3","296.4","289.5","64.8",2013
"Омская область","1057.4","985.0","72.4","69.3","64.6","6.8","5.1","31.6","18.3","19.4","22.7","2.9","1.4","23.4","25.5","22.7","22.3","4.7","3.7","22.9","13.2","14.1","16.4","2.1","13.4","231.0","251.1","223.3","219.9","46.3",2013
"Томская область","516.0","476.8","39.2","62.6","57.8","7.6","5.7","31.3","24.6","17.7","16.6","4.1","0.6","25.5","27.7","23.6","18.6","4.0","2.2","12.3","9.6","6.9","6.5","1.6","2.8","121.8","132.0","112.6","88.5","19.0",2013
"Дальневосточный федеральный округ","3434.0","3210.4","223.7","69.7","65.2","6.5","4.2","35.6","24.2","16.6","14.9","4.5","0.7","23.3","26.1","23.2","20.6","6.1","9.5","79.5","54.1","37.1","33.3","10.2","21.6","747.0","839.4","745.6","661.1","195.6",2013
"Республика Саха (Якутия)","504.6","467.1","37.4","70.4","65.2","7.4","4.0","40.9","25.5","15.3","13.4","0.9","1.1","23.8","25.3","24.9","20.8","4.1","1.5","15.3","9.5","5.7","5.0","0.4","5.3","111.1","118.1","116.2","97.2","19.2",2013
"Камчатский край","190.2","179.5","10.8","73.9","69.7","5.7","10.7","30.5","16.1","16.0","15.2","11.5","0.7","21.3","27.2","23.7","19.7","7.3","1.2","3.3","1.7","1.7","1.6","1.2","1.3","38.3","48.8","42.5","35.4","13.2",2013
"Приморский край","1068.8","993.0","75.8","68.8","63.9","7.1","3.6","35.7","24.5","17.4","15.4","3.5","0.5","22.1","26.3","23.5","20.7","6.8","2.7","27.1","18.5","13.2","11.6","2.6","4.8","219.5","261.2","233.7","205.7","67.9",2013
"Хабаровский край","746.8","704.6","42.2","70.0","66.0","5.7","4.5","39.9","21.7","14.0","15.4","4.5","0.5","25.1","26.1","22.4","19.6","6.3","1.9","16.9","9.2","5.9","6.5","1.9","3.8","176.8","183.7","157.7","138.3","44.2",2013
"Амурская область","419.0","393.3","25.7","65.9","61.9","6.1","4.0","28.4","30.0","19.8","12.4","5.4","1.0","25.3","26.3","22.4","20.2","4.8","1.0","7.3","7.7","5.1","3.2","1.4","4.1","99.5","103.6","88.0","79.4","18.7",2013
"Магаданская область","99.0","96.2","2.8","79.0","76.8","2.9","13.4","27.0","10.6","16.8","21.4","10.7","0.5","19.7","25.6","22.7","23.3","8.2","0.4","0.8","0.3","0.5","0.6","0.3","0.5","18.9","24.6","21.9","22.4","7.9",2013
"Сахалинская область","284.2","263.7","20.5","72.1","66.9","7.2","2.8","27.6","24.5","17.7","17.2","10.2","0.4","22.5","26.0","22.5","21.7","6.9","0.6","5.7","5.0","3.6","3.5","2.1","1.1","59.2","68.6","59.4","57.2","18.2",2013
"Еврейская автономная область","88.3","80.9","7.3","65.6","60.2","8.3","2.7","39.5","24.4","15.7","14.4","3.4","0.5","20.9","28.0","22.8","22.4","5.5","0.2","2.9","1.8","1.2","1.1","0.2","0.4","16.9","22.7","18.4","18.1","4.4",2013
"Чукотский автономный округ","33.2","32.1","1.1","83.1","80.4","3.3","5.0","36.9","26.9","21.7","5.8","3.7","0.7","21.1","25.4","24.4","22.5","5.9","0.1","0.4","0.3","0.2","0.1",,"0.2","6.8","8.1","7.8","7.2","1.9",2013
"Российская Федерация","76587.5","72323.6","4263.9","69.1","65.3","5.6","4.7","35.9","23.0","16.8","16.8","2.8","0.6","21.5","26.9","23.6","22.3","5.1","198.8","1530.7","981.5","717.6","717.5","117.9","414.1","15542.2","19463.9","17053.3","16140.4","3709.7",2015
"Центральный федеральный округ","21108.2","20363.3","744.9","70.7","68.2","3.5","3.0","34.8","22.4","18.2","18.2","3.5","0.3","19.8","26.9","24.0","23.5","5.5","22.2","259.0","167.0","135.5","135.5","25.7","71.2","4022.8","5480.6","4892.3","4779.2","1117.2",2015
"Белгородская область","806.4","773.6","32.8","68.5","65.7","4.1","4.6","42.7","21.2","13.8","14.8","2.9","0.4","20.9","26.7","23.6","24.7","3.7","1.5","14.0","6.9","4.5","4.9","1.0","3.2","162.0","206.4","182.8","190.8","28.5",2015
"Брянская область","624.4","595.4","29.0","66.5","63.5","4.6","3.2","31.9","26.3","22.9","15.3","0.3","0.4","21.7","26.1","25.0","22.0","4.8","0.9","9.2","7.6","6.6","4.4","0.1","2.1","129.1","155.6","149.0","131.0","28.6",2015
"Владимирская область","760.0","717.7","42.3","70.8","66.9","5.6","5.1","29.6","21.5","18.1","20.9","4.8","0.6","20.8","26.0","23.4","22.9","6.3","2.1","12.5","9.1","7.6","8.8","2.0","4.1","149.5","186.3","168.0","164.5","45.3",2015
"Воронежская область","1162.1","1110.1","52.0","65.4","62.5","4.5","2.2","27.8","22.4","22.3","22.1","3.3","0.4","21.8","25.0","23.8","24.3","4.8","1.1","14.4","11.6","11.6","11.5","1.7","4.2","241.5","277.1","263.9","270.0","53.4",2015
"Ивановская область","548.1","517.2","30.9","69.2","65.3","5.6","4.1","28.6","19.2","18.7","23.7","5.7","0.6","22.1","26.3","23.6","21.9","5.5","1.3","8.8","5.9","5.8","7.3","1.8","3.3","114.1","136.1","122.0","113.4","28.3",2015
"Калужская область","535.5","512.5","22.9","69.8","66.8","4.3","5.3","32.7","23.0","20.7","15.0","3.3","0.2","19.4","25.7","23.4","24.8","6.5","1.2","7.5","5.3","4.7","3.4","0.7","1.2","99.2","131.7","120.0","127.1","33.4",2015
"Костромская область","325.2","307.9","17.3","66.1","62.6","5.3","4.6","27.3","20.5","23.3","22.0","2.3","0.5","21.1","26.9","24.0","23.7","3.9","0.8","4.7","3.5","4.0","3.8","0.4","1.5","64.9","82.7","73.9","72.9","12.0",2015
"Курская область","571.0","547.0","24.0","67.5","64.7","4.2","3.1","35.7","18.8","17.0","21.9","3.5","0.6","20.3","25.4","24.4","24.3","5.0","0.7","8.6","4.5","4.1","5.2","0.8","3.3","111.1","139.1","133.2","132.9","27.4",2015
"Липецкая область","595.1","571.0","24.1","67.7","65.0","4.1","3.3","34.6","21.1","18.7","18.8","3.6","0.5","19.5","26.6","24.7","24.7","4.0","0.8","8.3","5.1","4.5","4.5","0.9","2.8","111.5","152.1","140.8","141.2","22.6",2015
"Московская область","3937.7","3808.4","129.3","71.5","69.2","3.3","2.7","40.1","18.2","18.3","15.6","5.2","0.3","19.2","27.7","23.5","23.1","6.2","3.5","51.8","23.6","23.6","20.1","6.7","11.7","731.7","1053.5","896.1","880.4","235.0",2015
"Орловская область","385.3","361.4","23.9","65.9","61.8","6.2","2.8","35.7","23.8","21.8","14.3","1.6","0.5","20.7","25.6","23.9","23.5","5.9","0.7","8.5","5.7","5.2","3.4","0.4","1.8","74.6","92.4","86.5","84.8","21.3",2015
"Рязанская область","538.1","513.0","25.1","62.1","59.2","4.7","3.2","26.4","30.6","21.1","17.8","1.0","0.2","19.9","26.6","26.0","22.8","4.4","0.8","6.6","7.7","5.3","4.4","0.2","1.2","102.1","136.7","133.5","117.1","22.6",2015
"Смоленская область","530.1","497.3","32.8","70.8","66.4","6.2","3.1","32.7","21.9","18.6","21.9","1.7","0.5","20.6","25.7","22.7","23.3","7.1","1.0","10.7","7.2","6.1","7.2","0.6","2.5","102.6","127.9","112.8","116.0","35.4",2015
"Тамбовская область","525.9","501.6","24.3","64.4","61.4","4.6","2.3","37.4","19.5","23.4","17.1","0.3","0.5","19.7","25.6","24.8","24.7","4.7","0.6","9.1","4.7","5.7","4.2","0.1","2.3","98.8","128.6","124.4","123.9","23.7",2015
"Тверская область","704.3","665.1","39.1","70.5","66.5","5.6","3.8","24.5","24.5","20.2","20.0","7.0","0.8","21.1","24.9","22.6","23.9","6.8","1.5","9.6","9.6","7.9","7.8","2.7","5.2","140.2","165.6","150.0","159.1","45.0",2015
"Тульская область","803.3","770.0","33.2","69.0","66.1","4.1","3.8","29.0","23.8","18.6","16.3","8.4","0.5","20.7","26.4","23.0","22.0","7.4","1.3","9.7","7.9","6.2","5.4","2.8","3.8","159.8","203.2","177.4","169.1","56.7",2015
"Ярославская область","688.5","651.7","36.8","71.6","67.8","5.3","2.3","31.5","20.5","20.0","21.1","4.7","0.4","21.0","26.4","23.4","22.0","6.7","0.8","11.6","7.5","7.3","7.8","1.7","2.6","137.2","172.1","152.4","143.7","43.7",2015
"г. Москва","7067.5","6942.3","125.2","74.7","73.4","1.8","1.2","42.6","26.8","11.7","16.9","0.9","0.2","18.6","27.9","24.6","23.6","5.1","1.5","53.3","33.5","14.7","21.2","1.2","14.5","1293.0","1933.7","1705.4","1641.2","354.5",2015
"Северо-Западный федеральный округ","7604.2","7244.2","360.0","71.3","67.9","4.7","4.5","33.0","21.0","19.4","18.3","3.8","0.4","21.4","27.1","23.1","22.1","6.0","16.3","118.6","75.8","70.0","65.8","13.6","28.7","1552.9","1960.2","1670.2","1597.8","434.4",2015
"Республика Карелия","327.3","298.6","28.7","67.9","61.9","8.8","4.7","27.5","20.5","22.1","20.0","5.3","0.5","21.2","28.7","24.4","19.4","5.8","1.3","7.9","5.9","6.3","5.7","1.5","1.4","63.4","85.8","72.9","57.9","17.2",2015
"Республика Коми","476.6","443.5","33.2","71.2","66.2","7.0","6.4","25.6","22.6","21.8","21.1","2.5","1.0","21.3","28.6","23.9","20.0","5.3","2.1","8.5","7.5","7.2","7.0","0.8","4.3","94.3","126.9","105.8","88.8","23.4",2015
